gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE01779,7,10,5,0,10,13,26,12,13,26,18,4
GENE01780,409,186,346,362,394,318,625,412,403,504,453,225
GENE01781,20,52,23,60,72,40,31,55,32,47,50,23
GENE01782,269,181,246,574,194,195,545,276,200,254,273,245
GENE01783,672,443,526,350,809,454,534,364,793,657,382,669
GENE01784,5,7,0,2,2,6,2,1,5,2,0,4
GENE01785,184,168,375,217,195,278,458,207,195,322,182,131
GENE01786,11,10,10,3,10,21,11,16,13,4,11,11
GENE01787,12,10,15,19,10,14,31,25,20,24,24,39
GENE01788,121,236,300,302,305,426,104,251,541,251,245,174
GENE01789,99,65,89,41,39,113,82,37,15,81,23,62
GENE01790,164,189,172,195,73,111,178,192,53,151,148,96
GENE01791,283,338,754,445,309,405,684,421,396,528,255,506
GENE01792,56,37,13,30,48,56,62,17,94,56,38,72
GENE01793,390,310,247,535,342,251,278,216,366,683,113,366
GENE01794,367,403,328,316,277,280,114,251,118,347,456,391
GENE01795,853,375,673,408,456,951,581,546,593,990,592,432
GENE01796,105,79,119,181,137,145,126,357,167,231,241,114
GENE01797,497,426,388,433,192,308,143,344,293,416,336,299
GENE01798,309,269,98,193,250,106,91,223,198,178,90,285
GENE01799,1787,1985,1731,846,3107,2230,1284,2557,1257,1946,1666,2652
GENE01800,617,541,405,355,359,896,1109,516,542,396,480,941
GENE01801,10,15,17,22,16,7,27,22,14,11,12,6
GENE01802,275,324,223,332,339,206,357,211,394,176,163,196
GENE01803,884,1790,1511,454,1536,886,1902,805,774,1154,1491,1141
GENE01804,35,57,31,22,38,29,28,15,21,37,29,26
GENE01805,419,586,444,349,1150,486,329,844,591,1404,322,299
GENE01806,371,357,231,633,178,380,427,230,138,218,522,439
GENE01807,972,808,598,1007,889,874,771,447,854,581,1513,1011
GENE01808,132,231,155,132,153,246,100,184,133,235,200,216
GENE01809,6,12,20,8,13,4,9,7,11,11,3,10
GENE01810,484,313,259,227,330,254,382,382,181,327,431,116
GENE01811,430,242,232,244,267,182,203,233,294,276,249,470
GENE01812,99,180,326,216,365,112,384,345,458,203,158,334
GENE01813,20,19,25,21,40,25,31,55,41,45,24,26
GENE01814,7,6,10,2,9,9,14,9,11,7,7,7
GENE01815,22,74,32,11,14,33,12,26,18,26,7,36
GENE01816,23,13,37,19,19,39,11,14,31,34,23,50
GENE01817,12,8,2,4,2,9,6,6,9,7,17,6
GENE01818,87,32,35,73,103,75,70,65,73,52,92,105
GENE01819,10,6,10,7,18,12,18,7,9,11,8,15
GENE01820,96,182,119,133,137,124,57,139,58,90,43,135
GENE01821,9,14,8,8,14,6,8,10,13,9,5,5
GENE01822,47,89,25,66,69,64,93,86,57,73,141,67
GENE01823,242,439,443,123,386,305,331,752,374,308,191,368
GENE01824,7,8,3,15,5,8,19,6,9,5,19,15
GENE01825,7,4,6,6,8,4,11,7,9,4,7,5
GENE01826,180,110,134,103,106,286,202,240,81,184,168,223
GENE01827,685,1076,761,872,1011,1335,663,723,1077,633,885,1060
GENE01828,266,226,73,209,178,170,183,257,147,165,288,99
GENE01829,102,266,70,145,196,72,43,107,214,96,94,170
GENE01830,14,19,9,9,15,17,12,5,15,10,19,18
GENE01831,2,9,6,3,5,4,3,6,10,8,8,7
GENE01832,1,0,3,10,6,5,4,17,3,13,4,7
GENE01833,140,356,157,116,182,139,104,149,301,156,191,105
GENE01834,10,14,11,11,15,9,7,5,3,10,10,13
GENE01835,83,61,133,90,80,59,154,121,26,118,103,121
GENE01836,1,6,3,8,5,2,4,3,4,7,6,6
GENE01837,835,704,892,593,601,726,930,423,346,714,218,534
GENE01838,25,58,41,36,39,15,13,26,90,32,30,11
GENE01839,11,7,1,13,7,5,7,7,4,14,8,9
GENE01840,166,90,79,71,113,75,158,77,140,73,93,57
GENE01841,11,44,59,27,49,25,38,43,20,28,64,60
GENE01842,497,807,877,614,899,980,904,856,579,1098,883,1021
GENE01843,57,31,24,37,54,41,34,76,32,65,77,19
GENE01844,75,15,131,121,52,57,40,106,62,96,41,39
GENE01845,136,216,301,276,262,162,81,259,175,297,289,225
GENE01846,890,948,933,1388,514,856,726,773,1381,992,812,1079
GENE01847,32,21,55,11,28,17,52,89,22,35,39,19
GENE01848,68,55,111,75,104,41,130,43,70,128,79,124
GENE01849,68,22,60,31,55,20,25,15,42,21,57,47
GENE01850,144,100,86,147,246,196,140,80,173,103,138,95
GENE01851,470,436,338,753,326,506,400,605,1285,403,360,413
GENE01852,393,226,221,236,268,84,220,191,138,270,295,110
GENE01853,165,56,86,100,86,60,121,86,80,65,121,66
GENE01854,135,192,63,160,64,137,144,144,116,209,59,105
GENE01855,5,8,7,4,16,6,2,9,3,8,7,8
GENE01856,2033,1203,2404,1211,2578,1469,2484,1284,1840,1777,1876,1973
GENE01857,73,31,12,77,17,26,33,62,45,18,22,36
GENE01858,83,135,130,143,124,70,83,60,71,83,105,64
GENE01859,547,849,328,618,658,551,254,376,436,315,275,470
GENE01860,65,27,23,26,64,22,38,19,58,39,59,31
GENE01861,306,341,384,241,319,217,313,206,348,104,319,309
GENE01862,1284,866,1425,1052,835,537,1448,932,534,1568,1001,1411
GENE01863,998,1313,2419,2321,3466,2070,1941,820,1911,1279,2056,1252
GENE01864,258,264,214,489,379,297,187,387,409,264,427,488
GENE01865,859,1028,203,732,816,843,1084,644,932,1832,453,1047
GENE01866,107,121,143,145,126,140,153,52,141,163,180,143
GENE01867,32,45,40,33,50,37,43,35,30,19,17,65
GENE01868,3,10,7,19,12,18,21,14,27,15,11,15
GENE01869,573,726,979,909,663,1597,759,687,769,762,895,1174
GENE01870,189,154,218,203,252,282,375,181,125,248,108,209
GENE01871,94,21,81,41,78,117,111,84,92,105,72,104
GENE01872,115,145,91,83,170,67,118,65,202,129,57,89
GENE01873,14,4,18,9,15,8,8,5,12,21,13,4
GENE01874,58,96,98,61,19,27,34,97,42,55,63,108
GENE01875,172,68,62,83,121,68,154,91,99,178,111,176
GENE01876,227,97,77,211,149,275,245,278,100,168,190,212
GENE01877,4,2,11,6,14,9,15,13,7,8,6,4
GENE01878,45,24,12,56,37,33,25,23,42,17,35,46
GENE01879,898,269,434,473,703,879,370,856,584,477,468,597
GENE01880,172,185,245,124,333,188,474,153,136,291,156,326
GENE01881,1732,1521,2324,1880,1411,2770,1695,1835,1687,2962,2916,944
GENE01882,9,2,6,12,7,6,19,7,2,0,1,6
GENE01883,7,14,16,2,26,11,26,6,19,16,8,13
GENE01884,17,28,14,14,10,10,13,11,11,17,18,7
GENE01885,308,341,213,410,412,287,269,249,494,492,522,283
GENE01886,256,577,206,209,411,313,329,388,313,192,270,200
GENE01887,39,20,46,25,21,69,41,44,44,26,54,54
GENE01888,118,342,385,429,133,184,843,369,435,167,127,406
GENE01889,29,25,29,25,40,24,32,35,17,31,39,53
GENE01890,9,12,6,19,7,13,8,13,14,9,2,8
GENE01891,334,863,609,804,447,431,563,561,640,748,482,297
GENE01892,38,22,38,15,27,40,38,41,23,28,18,59
GENE01893,851,347,1166,502,652,619,786,560,447,772,698,617
GENE01894,723,658,296,647,270,297,267,436,244,232,224,428
GENE01895,662,2415,930,1013,1508,953,2136,821,1567,1316,706,2920
GENE01896,8,6,8,8,2,4,1,5,4,3,4,3
GENE01897,335,378,272,324,359,293,438,306,341,1082,568,211
GENE01898,5,11,3,5,2,2,7,11,12,8,6,3
GENE01899,46,69,35,32,35,48,80,36,46,62,16,35
GENE01900,3,6,5,4,5,4,7,3,8,4,2,7
GENE01901,399,399,368,460,258,295,315,484,608,155,308,504
GENE01902,7,24,19,16,9,16,20,14,30,16,16,6
GENE01903,201,127,190,158,110,195,212,175,158,162,240,79
GENE01904,64,48,23,67,30,27,61,47,40,47,50,55
GENE01905,10,10,3,15,2,7,9,7,7,16,6,4
GENE01906,1468,983,1367,826,1063,1508,1170,988,661,880,1035,850
GENE01907,23,31,46,10,41,19,40,32,11,17,25,24
GENE01908,159,102,125,141,111,246,58,97,205,221,190,185
GENE01909,123,126,161,114,120,132,60,138,162,87,128,80
GENE01910,21,42,19,6,21,24,15,12,17,25,23,18
GENE01911,22,29,14,34,28,26,25,26,17,27,15,28
GENE01912,158,168,125,41,206,260,278,208,105,334,180,266
GENE01913,390,123,152,147,255,80,198,115,392,230,170,163
GENE01914,5,14,13,22,13,15,19,4,7,9,18,16
GENE01915,855,782,458,1404,1096,1177,869,2292,985,1829,1132,1182
GENE01916,119,22,88,49,66,34,89,55,71,77,62,72
GENE01917,4,10,20,20,11,12,10,9,12,9,13,15
GENE01918,78,89,48,46,144,137,117,75,58,49,98,54
GENE01919,13,8,7,23,28,28,11,28,9,13,10,17
GENE01920,325,583,415,442,416,157,227,452,748,251,128,406
GENE01921,883,427,946,410,983,764,1405,1294,1005,761,1659,777
GENE01922,26,35,45,26,12,28,19,32,47,29,50,25
GENE01923,76,40,54,64,47,89,131,129,67,113,45,93
GENE01924,54,25,15,12,38,38,45,21,94,37,31,35
GENE01925,107,306,138,275,243,259,200,67,139,232,253,445
GENE01926,773,724,1031,512,393,734,1049,628,658,682,733,267
GENE01927,498,710,454,482,697,635,510,328,1114,874,557,1069
GENE01928,57,94,22,60,29,28,40,92,46,22,19,34
GENE01929,51,21,29,16,22,21,22,30,14,38,23,26
GENE01930,191,280,88,165,175,117,251,74,96,104,78,102
GENE01931,18,14,8,17,13,24,18,15,30,34,20,22
GENE01932,33,25,9,11,17,15,7,10,18,22,4,33
GENE01933,368,604,523,300,768,239,671,648,148,1220,539,624
GENE01934,486,295,340,546,562,380,221,426,456,597,486,195
GENE01935,854,972,794,867,1005,732,385,2058,898,402,587,2033
GENE01936,452,413,173,327,253,430,287,411,360,306,826,453
GENE01937,10,8,15,18,8,11,21,15,16,6,14,5
GENE01938,3,8,19,17,5,9,18,17,4,5,11,6
GENE01939,694,1715,1410,945,2052,1505,1209,1337,2862,1798,1170,2627
GENE01940,131,133,103,138,71,52,66,66,103,228,212,165
GENE01941,175,197,182,188,121,136,94,139,170,130,256,129
GENE01942,2330,1211,1687,1925,1822,1642,724,2309,440,861,1117,1004
GENE01943,31,8,19,13,22,21,21,14,15,4,14,26
GENE01944,396,286,275,223,295,263,206,525,229,222,157,249
GENE01945,1024,750,912,951,882,525,712,540,593,970,864,396
GENE01946,513,401,212,254,93,126,269,232,357,318,217,312
GENE01947,133,244,312,175,89,169,248,160,196,177,173,133
GENE01948,4,8,18,10,15,23,11,12,12,13,12,11
GENE01949,12,22,9,18,17,14,28,21,11,22,20,20
GENE01950,497,271,270,471,343,380,361,392,288,215,619,170
GENE01951,426,284,266,413,106,419,248,226,348,472,367,327
GENE01952,729,488,345,538,865,465,574,715,513,494,408,670
GENE01953,617,1530,982,670,1451,1264,632,1348,1477,1815,1630,765
GENE01954,13,21,20,34,26,67,41,17,32,19,38,15
GENE01955,13,8,22,11,54,13,12,19,18,9,20,28
GENE01956,200,334,415,102,283,466,404,332,266,123,480,423
GENE01957,207,106,136,74,108,110,333,144,219,142,111,193
GENE01958,595,1061,602,656,766,717,1655,330,963,1214,1246,995
GENE01959,10,7,19,9,7,11,7,7,6,15,18,17
GENE01960,14,25,20,15,5,19,47,19,3,27,16,17
GENE01961,172,229,70,278,115,159,223,48,133,171,187,153
GENE01962,9,2,10,9,15,13,1,7,7,6,6,3
GENE01963,88,116,68,54,23,80,54,50,117,44,109,74
GENE01964,478,103,116,247,182,174,319,220,151,289,207,198
GENE01965,483,429,249,166,297,408,275,364,213,555,333,434
GENE01966,22,37,16,18,28,36,7,25,20,24,26,8
GENE01967,2402,798,1298,1380,1558,1314,1476,1492,1016,1613,1468,1730
GENE01968,7,7,6,1,8,6,5,7,4,4,5,3
GENE01969,81,194,230,93,316,224,145,148,243,186,145,77
GENE01970,2663,780,1428,998,1301,1911,2426,2589,4361,1455,868,2421
GENE01971,143,168,214,127,141,140,77,294,232,154,201,124
GENE01972,30,71,42,53,33,79,39,39,46,37,51,25
GENE01973,83,86,45,34,34,49,53,67,67,57,86,84
GENE01974,895,1162,1060,896,939,496,679,1200,1082,1382,473,766
GENE01975,18,29,25,14,39,33,29,22,31,42,30,17
GENE01976,11,24,23,8,19,18,10,29,27,11,22,27
GENE01977,756,545,450,194,491,600,549,766,387,836,368,697
GENE01978,288,328,213,192,97,125,295,210,70,244,229,375
GENE01979,3,5,14,12,5,6,24,9,15,14,9,22
GENE01980,14,20,19,7,17,24,31,35,18,10,12,25
GENE01981,10,20,11,11,8,8,19,15,10,14,23,26
GENE01982,17,4,8,6,10,14,5,5,2,9,6,6
GENE01983,94,68,49,33,75,92,28,31,29,31,52,53
GENE01984,280,63,343,115,331,257,405,251,344,218,121,331
GENE01985,928,1298,698,889,1258,1380,877,790,1085,555,521,1208
GENE01986,919,511,1037,1385,923,1231,810,1117,812,1601,587,1775
GENE01987,7,3,7,10,3,8,5,3,10,8,8,8
GENE01988,946,868,527,694,666,710,783,768,1436,406,1439,698
GENE01989,440,449,583,420,340,241,197,311,415,401,247,183
GENE01990,303,552,312,124,124,199,585,190,185,260,321,273
GENE01991,3,9,7,11,5,10,5,9,1,3,1,3
GENE01992,59,46,60,62,96,58,46,25,18,41,32,86
GENE01993,29,32,6,12,25,16,22,25,7,24,18,23
GENE01994,519,398,552,605,445,846,452,276,555,251,298,437
GENE01995,142,100,86,172,134,204,110,94,93,209,144,244
GENE01996,1125,716,543,578,593,802,790,879,1223,497,368,575
GENE01997,16,19,18,4,9,18,20,13,5,18,15,18
GENE01998,155,145,97,135,216,40,76,86,145,100,111,178
GENE01999,46,41,21,30,34,31,37,26,32,19,43,30
