gene_id,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,TREA1,TREA2,TREA3,TREA4,TREA5,TREA6
GENE01777,2,8,5,5,5,6,16,12,13,6,8,7
GENE01778,11,7,6,3,3,4,3,7,10,6,4,8
GENE01779,10,11,20,20,5,11,9,6,14,19,18,18
GENE01780,308,429,379,360,288,693,575,303,446,419,295,283
GENE01781,67,31,37,39,34,36,61,62,22,64,46,36
GENE01782,196,248,231,190,163,500,170,182,321,204,279,234
GENE01783,526,696,548,453,478,856,879,698,692,165,919,386
GENE01784,1,7,3,1,2,6,4,5,6,5,11,6
GENE01785,96,230,346,96,385,323,246,234,277,170,210,411
GENE01786,12,27,12,16,13,16,20,15,4,9,18,11
GENE01787,15,30,31,4,37,44,30,15,18,21,22,22
GENE01788,152,217,106,137,315,525,278,321,310,263,391,251
GENE01789,30,85,145,118,102,99,72,91,69,147,140,73
GENE01790,141,251,112,131,144,246,225,98,170,293,129,215
GENE01791,178,393,317,364,609,313,459,359,454,355,452,539
GENE01792,53,18,48,16,69,69,31,34,44,31,61,45
GENE01793,454,207,411,413,490,362,464,266,366,380,350,366
GENE01794,298,254,491,296,360,252,370,259,306,370,205,100
GENE01795,845,709,566,619,950,622,790,570,472,821,286,704
GENE01796,159,128,167,60,260,179,220,104,119,83,239,92
GENE01797,707,145,273,708,262,347,412,281,225,254,153,203
GENE01798,245,234,313,213,80,162,158,152,187,125,132,195
GENE01799,1544,1709,1660,3568,1379,1473,2316,2386,1542,1390,978,2335
GENE01800,603,377,1025,164,737,313,985,3163,2199,1757,2411,1476
GENE01801,13,10,23,14,21,24,20,21,19,22,23,42
GENE01802,393,356,181,271,298,278,222,331,418,125,197,152
GENE01803,1104,1273,2531,1542,1647,1065,2012,1429,1255,1198,1757,2116
GENE01804,32,22,43,14,23,19,29,31,23,22,17,26
GENE01805,627,269,573,418,779,803,364,257,560,427,759,523
GENE01806,496,206,635,356,142,321,1958,821,1600,816,931,628
GENE01807,597,1314,1270,1810,795,849,793,1215,1145,392,1359,1455
GENE01808,174,316,266,174,86,175,197,182,199,399,194,175
GENE01809,5,2,5,5,8,3,6,5,8,9,15,12
GENE01810,411,332,358,216,445,384,207,200,421,307,164,262
GENE01811,183,364,274,561,321,528,360,318,346,176,221,175
GENE01812,240,236,282,190,256,110,192,245,146,249,128,412
GENE01813,25,17,12,30,5,45,15,10,11,45,17,23
GENE01814,9,4,7,14,6,10,17,15,10,32,20,42
GENE01815,15,16,38,35,29,23,22,20,20,30,16,27
GENE01816,24,11,7,15,23,12,8,22,27,42,23,27
GENE01817,8,3,9,2,10,3,8,14,7,2,7,5
GENE01818,99,64,37,68,78,55,52,46,58,38,57,55
GENE01819,15,11,11,28,12,7,17,21,7,8,10,11
GENE01820,71,111,137,67,66,39,100,124,68,65,80,108
GENE01821,7,7,20,9,19,6,17,11,20,14,13,4
GENE01822,103,110,112,170,105,25,78,82,121,71,104,109
GENE01823,594,564,179,388,467,207,183,210,494,605,216,229
GENE01824,10,3,0,12,6,17,4,10,1,10,10,8
GENE01825,6,13,10,2,6,11,25,31,21,28,25,11
GENE01826,137,234,175,81,227,245,187,112,134,197,101,70
GENE01827,1084,421,1200,819,1026,656,1258,376,405,1282,755,338
GENE01828,237,142,175,376,114,246,54,247,117,230,264,204
GENE01829,93,99,90,87,171,127,150,88,48,82,31,87
GENE01830,12,7,15,11,8,10,7,5,13,9,20,10
GENE01831,8,7,7,7,14,4,8,8,3,4,6,9
GENE01832,6,11,5,10,6,7,9,2,9,5,8,4
GENE01833,136,139,180,242,180,284,23,52,41,48,34,27
GENE01834,9,16,3,9,9,17,9,12,5,21,10,11
GENE01835,80,83,109,76,145,75,49,73,93,113,133,160
GENE01836,6,13,3,4,8,5,10,11,4,2,6,4
GENE01837,937,464,1474,544,319,819,211,250,92,232,328,111
GENE01838,41,32,34,22,63,74,50,19,33,12,33,21
GENE01839,13,5,12,5,8,2,10,1,6,8,7,6
GENE01840,193,65,96,37,45,130,97,147,71,83,70,52
GENE01841,13,75,34,30,58,26,29,31,43,36,26,37
GENE01842,721,939,686,664,1198,872,510,767,491,807,404,449
GENE01843,25,37,43,33,82,44,41,110,37,24,26,36
GENE01844,40,48,43,51,73,67,64,31,65,13,54,71
GENE01845,107,242,307,156,212,323,172,217,296,196,54,222
GENE01846,597,1026,1067,1210,1521,1202,753,1176,1396,1777,707,823
GENE01847,22,12,64,17,28,22,29,25,28,30,33,10
GENE01848,63,80,63,34,80,56,58,52,80,78,135,25
GENE01849,45,61,44,41,59,27,55,66,40,26,33,39
GENE01850,181,108,173,307,118,100,182,84,242,111,137,66
GENE01851,234,386,367,520,389,480,495,673,576,862,675,559
GENE01852,210,219,143,201,281,384,118,254,128,198,322,219
GENE01853,54,33,57,110,83,61,84,42,73,165,52,120
GENE01854,139,254,76,126,198,87,158,227,163,37,113,188
GENE01855,18,9,5,9,4,7,3,7,4,13,5,7
GENE01856,2286,1390,2767,313,2233,1798,2487,2835,963,1708,1172,2300
GENE01857,47,19,38,46,52,35,50,36,39,32,12,39
GENE01858,136,55,102,37,99,104,113,164,80,62,55,122
GENE01859,257,549,479,416,765,386,423,233,348,401,329,560
GENE01860,49,30,18,48,49,25,12,16,37,39,36,24
GENE01861,214,236,295,116,299,335,300,165,188,223,449,207
GENE01862,1026,1601,1137,674,787,1263,590,814,821,1321,821,478
GENE01863,1990,1655,2278,3043,1162,4440,2184,2378,2271,1448,2614,2409
GENE01864,263,642,642,238,366,245,403,255,467,339,546,544
GENE01865,573,604,908,1046,477,630,1105,792,613,517,810,937
GENE01866,74,125,111,146,74,91,212,169,99,159,98,149
GENE01867,24,37,39,36,48,13,35,13,54,21,26,21
GENE01868,4,8,4,4,26,10,6,15,3,13,16,8
GENE01869,965,862,574,337,1067,816,186,453,132,327,553,234
GENE01870,113,210,200,338,250,282,267,150,229,147,215,361
GENE01871,94,86,77,148,47,57,53,103,45,47,48,53
GENE01872,143,108,150,246,34,67,166,127,105,99,73,137
GENE01873,12,19,7,14,19,9,20,22,24,11,21,3
GENE01874,56,69,33,69,53,25,75,126,82,58,61,57
GENE01875,84,164,159,117,132,124,185,422,468,588,418,516
GENE01876,232,120,95,169,71,141,272,128,126,209,215,81
GENE01877,12,20,10,2,4,5,9,23,9,8,4,9
GENE01878,66,34,18,34,18,49,50,16,23,51,29,39
GENE01879,717,495,717,503,494,481,898,227,325,962,319,596
GENE01880,245,186,147,145,263,316,462,148,296,304,193,245
GENE01881,2329,1193,1343,2448,2097,2181,1511,2183,1638,1334,595,1518
GENE01882,8,5,5,2,4,4,4,5,10,13,6,13
GENE01883,3,10,20,6,8,23,16,12,18,25,10,10
GENE01884,25,7,13,15,9,25,7,19,9,18,22,21
GENE01885,585,482,301,308,445,317,505,383,406,354,295,404
GENE01886,167,244,263,390,291,659,164,244,535,245,152,260
GENE01887,36,28,27,16,59,59,146,87,80,129,115,61
GENE01888,361,351,181,367,515,425,495,534,224,263,335,457
GENE01889,39,45,41,33,55,44,10,8,4,17,7,4
GENE01890,15,8,23,2,11,3,8,7,18,1,13,10
GENE01891,205,448,480,324,536,273,120,178,209,50,194,149
GENE01892,48,42,25,36,40,49,43,20,27,31,25,34
GENE01893,535,437,773,509,774,143,290,917,751,521,955,888
GENE01894,278,460,516,989,661,498,451,366,364,455,653,362
GENE01895,1810,1387,1897,1577,1358,2168,1042,2106,344,2097,1638,1384
GENE01896,4,10,9,3,5,3,7,4,4,8,1,3
GENE01897,243,662,861,178,264,435,399,351,210,407,360,122
GENE01898,4,2,5,5,19,6,5,0,17,9,9,3
GENE01899,27,40,47,33,32,16,44,40,22,32,45,26
GENE01900,1,5,4,3,2,7,5,5,4,4,1,1
GENE01901,308,333,256,152,518,409,790,562,221,240,368,255
GENE01902,12,12,25,10,10,10,11,20,17,24,17,13
GENE01903,360,126,184,351,176,150,177,138,134,174,190,190
GENE01904,85,54,15,39,90,37,46,23,10,53,62,56
GENE01905,15,7,14,4,10,6,3,7,10,4,9,6
GENE01906,933,944,866,1870,1216,968,1254,1114,1959,963,885,771
GENE01907,11,50,22,17,22,9,35,29,29,37,26,29
GENE01908,213,239,306,333,148,118,209,222,151,180,248,162
GENE01909,72,61,79,102,136,113,115,56,77,59,91,126
GENE01910,21,18,24,22,22,16,8,13,14,11,15,16
GENE01911,24,38,32,13,30,43,42,9,19,40,24,31
GENE01912,225,53,159,178,120,236,245,144,212,315,96,45
GENE01913,188,172,312,195,138,172,54,161,123,220,148,99
GENE01914,12,12,13,14,7,10,8,28,6,19,34,24
GENE01915,919,1338,634,1443,722,1527,1402,1209,974,1362,1748,1155
GENE01916,84,20,64,49,25,55,41,67,42,75,40,53
GENE01917,11,11,14,15,12,17,12,9,24,8,7,19
GENE01918,120,109,90,148,102,75,94,48,132,146,112,87
GENE01919,28,15,10,27,36,5,15,37,10,23,17,17
GENE01920,376,413,409,382,593,368,437,209,488,397,196,207
GENE01921,638,912,1133,765,1153,1022,769,1615,1584,1922,824,930
GENE01922,10,17,66,43,40,50,22,16,52,26,26,24
GENE01923,105,141,69,46,46,98,107,66,118,64,116,85
GENE01924,53,23,24,13,55,36,19,65,28,23,38,37
GENE01925,467,276,131,112,177,182,396,42,242,209,207,341
GENE01926,1194,929,552,532,674,738,944,478,747,866,837,351
GENE01927,828,870,945,623,759,524,665,845,488,839,579,112
GENE01928,31,57,90,109,39,89,61,74,69,18,15,45
GENE01929,19,18,24,21,10,32,34,42,18,28,23,23
GENE01930,100,406,240,143,136,356,117,204,132,305,184,137
GENE01931,8,21,18,25,11,9,24,37,10,15,17,24
GENE01932,8,13,19,20,24,21,28,17,23,12,15,25
GENE01933,601,243,756,552,515,653,576,612,633,1216,538,658
GENE01934,300,359,249,267,279,207,146,805,331,545,578,615
GENE01935,719,884,523,1224,1210,1290,1030,529,1266,651,1080,531
GENE01936,309,418,251,188,323,528,204,197,269,422,580,415
GENE01937,11,7,14,13,7,8,5,5,6,2,7,2
GENE01938,4,17,7,6,9,12,4,5,6,8,5,12
GENE01939,990,2420,1909,1036,1385,1849,1754,1042,1873,1714,2393,1267
GENE01940,152,232,256,139,121,115,284,321,191,264,461,369
GENE01941,188,210,181,217,161,204,127,181,166,101,203,95
GENE01942,1603,819,1603,1143,1381,1962,1027,720,567,866,1556,1116
GENE01943,20,8,13,14,12,13,5,13,10,15,11,15
GENE01944,145,396,194,168,231,232,160,205,495,116,233,126
GENE01945,755,1069,530,579,484,616,643,1072,612,979,544,801
GENE01946,148,304,163,354,261,121,391,346,226,207,269,270
GENE01947,152,119,222,211,167,167,84,123,156,166,88,117
GENE01948,15,11,6,8,10,6,25,9,9,7,5,26
GENE01949,9,4,22,8,16,14,21,16,14,18,14,18
GENE01950,415,233,326,663,434,184,470,209,246,382,386,194
GENE01951,351,390,394,223,408,425,726,607,1024,1530,932,811
GENE01952,630,615,229,422,571,604,278,1199,664,363,412,246
GENE01953,926,727,1168,1359,456,1222,1224,1690,796,706,839,645
GENE01954,19,25,9,45,16,11,28,24,10,10,34,38
GENE01955,25,16,14,16,3,12,23,17,23,20,22,30
GENE01956,314,407,256,293,130,344,331,319,302,231,378,243
GENE01957,76,250,113,102,133,129,123,187,151,133,205,235
GENE01958,1476,872,585,408,847,1323,1355,850,573,1330,1164,765
GENE01959,9,5,14,7,8,14,25,24,18,21,19,12
GENE01960,23,19,21,15,23,15,29,8,26,12,11,18
GENE01961,132,185,117,195,173,202,143,136,146,173,151,169
GENE01962,10,8,8,13,7,2,3,21,11,2,8,4
GENE01963,66,93,87,72,50,60,180,60,53,198,68,46
GENE01964,140,423,127,167,180,350,269,139,93,255,189,213
GENE01965,204,244,486,336,105,497,91,549,372,353,398,402
GENE01966,19,31,43,27,15,19,19,34,39,25,17,31
GENE01967,639,1549,2217,714,1356,933,2208,1226,1583,1155,2440,786
GENE01968,5,4,8,9,9,1,4,3,2,3,3,9
GENE01969,268,226,230,165,224,160,343,246,193,317,352,190
GENE01970,2685,2852,1768,3876,1934,2171,1999,2272,1064,1741,2466,3078
GENE01971,74,242,61,63,133,226,647,521,605,466,856,333
GENE01972,70,77,47,51,41,34,41,76,77,55,69,63
GENE01973,113,49,33,58,33,31,73,34,63,62,32,26
GENE01974,1138,636,644,791,1494,849,588,735,747,1243,1198,1824
GENE01975,54,20,52,29,35,57,39,42,42,24,27,32
GENE01976,16,19,27,22,26,7,24,29,20,12,16,29
GENE01977,690,176,466,403,388,439,694,320,544,623,711,421
GENE01978,334,178,110,111,168,310,308,183,241,163,180,184
GENE01979,6,9,7,14,6,5,29,17,13,46,48,20
GENE01980,14,18,14,22,22,11,49,16,14,25,7,15
GENE01981,27,9,8,25,7,15,19,12,14,20,13,7
GENE01982,9,4,7,2,8,14,3,1,5,10,7,9
GENE01983,45,46,24,27,29,66,71,50,44,23,47,45
GENE01984,260,145,136,225,201,316,123,197,230,224,270,247
GENE01985,1104,680,665,679,1588,1818,1358,1267,757,2165,555,1224
GENE01986,1488,1163,666,1091,699,952,749,1066,2281,1872,440,1050
GENE01987,7,7,8,2,3,10,7,8,5,10,8,5
GENE01988,1000,931,1620,1221,1233,679,601,1254,993,615,865,475
GENE01989,443,184,117,320,355,392,414,101,331,352,373,265
GENE01990,376,242,779,227,383,359,870,1058,1020,1654,658,1250
GENE01991,1,3,2,8,5,5,2,3,6,0,2,1
GENE01992,71,95,61,47,33,67,46,14,46,33,38,73
GENE01993,10,13,19,20,9,7,50,55,60,50,80,71
GENE01994,818,734,610,387,464,369,353,475,202,441,254,651
GENE01995,368,79,184,248,197,139,251,103,75,238,196,182
GENE01996,706,442,635,1003,698,568,586,1515,934,619,413,919
GENE01997,24,10,14,11,32,18,14,13,13,27,20,26
GENE01998,243,183,163,84,111,64,102,161,95,169,131,194
GENE01999,26,33,25,28,44,27,64,30,35,31,29,52
